# 第七段階・第三段（/prose）の改稿案——第一巻
# 形式: 巻<TAB>話<TAB>行番号<TAB>いまの文<TAB>案<TAB>観点<TAB>根拠
# 機械検算: 台帳を検める.py → 下を見よ
#
# 単位は「巻」である（§2-2）。**第一巻の内側で混ざっている語だけを、案にする。**
#   薄い 51 / うすい 1（01-01:137）        ⚠
#   いちばん 17 / 一番 2（01-11:203・:205） ⚠
#   黄色 4 / 黄いろ 1（01-12:1049）        ⚠
#   取っ手 13 / とって 3（01-01 の三つ）    ⚠
#   まわり 9 / 周り 1（01-07:521）          ⚠
#   居る 27 / いる 5（01-01:203・01-06:237・:239・:243・01-14:259） ⚠
# 巻の内側で混ざっていない語は、案にしない——
#   後ろ 15 / うしろ 0、まっすぐ 34 / 真っ直ぐ 0、
#   **〜枚分 1 / 〜枚ぶん 0**（01-05:623「二枚分である。」）。
#   ⚠ 01-05:623 は、**前の版の台帳に入れていたが、外した。**
#   第一巻は、この数え方を一度も混ぜていない（第二巻は 4/0、第四巻は 2/0 で、ぶん）。
#   ゆえに「第一巻の書き方」であり、欠陥ではない。
#
# ⚠ 01-01:39 の案を当てると、01-02:149「取っ手はどれも同じ形である。」と逐語で一致する（十四字）。
#    ⚠ 訂正——当初、この欄に「第九段の検査はこれを ⛔ とする」と書いた。**誤りである**（2026-09-26）。
#       検査器の ⛔ は、**隣り合う行の連なりが一致する**場合に出すものであり、
#       離れた一行の一致は見ていない（実測——第四巻に、二話のみの十二字以上の重複が
#       十三種・二十八行あり、その ⛔ は 0 件である。当てたあとの第一巻の ⛔ も 2 → 2 で動いていない）。
#       ⚠ この誤りは、著者へ諮った選択肢の文面にも書いた。著者へ申告済みである（研ぎ/README.md §3-3）。
#    第一巻第一話と第二話は、扉の記述を既に重ねている（意図した反響）——
#    字種まで揃えるかは、著者の裁定である（→ 寄せた。第五段で二組と一緒に見る）。
#
# ⚠ 第一巻第一話には、かなの少数派が五つ集まっている（とって三・うすい一・いる一）。
#    第一巻の少数派は、ぜんぶで十三である。**この話は、この作品の最初の一話である**
#    ——「最初の一度だけ、かなで書く」という書き分けである可能性は、消せない。
#    とくに 01-01:137「うすい埃である。」は、隣の話の 01-02:21「薄い埃である。」と、
#    字種のほかは同一である。**ゆえにこれは、著者へ諮る案である。**
01	01	37	とってが四つある。	取っ手が四つある。	7	第一巻の「取っ手」は十三箇所・六話（01-02:147「取っ手がある。」01-12:73「取っ手がある。」）。「とって」は、01-01 の三箇所だけである。
01	01	39	とってはどれも同じ形である。	取っ手はどれも同じ形である。	7	01-02:149「取っ手はどれも同じ形である。」は、字種のほかはこの行と同一である。⚠ 当てると 01-02:149 と逐語で重なる。
01	01	137	うすい埃である。	薄い埃である。	7	01-02:21「薄い埃である。」は、字種のほかはこの行と同一である。第一巻の「薄い」は五十一箇所である。
01	01	203	終わったあとも同僚はそこにいる。	終わったあとも同僚はそこに居る。	7	この話の存在は四箇所で、居るが四（:15「校庭に人は居ない。」:523「同僚はもう居ない。」:531「室の中に人は居ない。」:687「砂の上に居る。」）、いるはこの一行だけである。
01	01	295	とってを引く。	取っ手を引く。	7	01-01:37・:39 と同じ棚の扉である（:33「扉が四枚ある。」:35「四枚のうち三枚はしまってある。」）。
01	06	237	来なかった者がいる。	来なかった者が居る。	7	この話の存在は十箇所で、居るが七（:241「この部屋には居ない。」:249「石川さんが居る。」:293「もう一人居る。」）、いるは :237・:239・:243 の三つである。
01	06	239	紙の上にいる。	紙の上に居る。	7	:237・:243 と同じ四行のうちの一つである（:241「この部屋には居ない。」が居る）。この話の居るは七箇所である。
01	06	243	紙の上にだけいる。	紙の上にだけ居る。	7	:237・:239 と同じ四行のうちの一つである（:241「この部屋には居ない。」が居る）。この話の居るは七箇所である。
01	07	521	周りと同じ白である。	まわりと同じ白である。	7	「まわり」は十八話・二十四箇所（01-06:785「穴のまわりが白い。」01-08:551「見出しのまわりに余白がある。」）。第一巻の「周り」は、この一行だけである。
01	11	203	一番厚い。	いちばん厚い。	7	第一巻の「いちばん」は十七箇所である（01-01:9「私の机は職員室のいちばん奥にある。」01-01:63「いちばん下の段が空いている。」）。「一番」は、この行と :205 の二つだけである。
01	11	205	一番古い。	いちばん古い。	7	:203 と同じ組である。第一巻の「一番」は、この二行だけである。
01	12	1049	少し黄いろい。	少し黄色い。	7	第一巻の「黄色」は四箇所である（01-01:341「小口の色は黄色い。」01-05:495「白から黄色になる。」）。「黄いろ」は、この一行だけである。
01	14	259	渡す側に私がいる。	渡す側に私が居る。	7	同じ話の :9「職員室に誰も居ない。」が居るである。第一巻の存在は、居る二十七・いる五である。
