/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-06_名乗りの前.md	257	画面は答えない。	画面の端の埃は薄い。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-06_名乗りの前.md	283	そのままである。	声は口の形にある。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-07_床に落ちた量.md	181	カルテは答えない。	カルテの角は台の端にある。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-07_床に落ちた量.md	243	そのままである。	山は手のひらの外にある。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-08_白紙の一枚.md	207	一枚は答えない。	一枚は指のあいだにある。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-09_同じ大きさ.md	195	そのままである。	名の下の余白は白い。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-10_名ではなく声.md	183	点呼簿は答えない。	姓の欄は埋まっている。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-10_名ではなく声.md	249	そのままである。	点呼簿の頁は開いている。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-11_姓のない登記.md	89	図面は答えない。	図面の隅の字は黒い。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-11_姓のない登記.md	287	そのままである。	一字はまだ欄の外にある。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-12_一度も変えない.md	247	画面は答えない。	画面の端は四つある。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-12_一度も変えない.md	255	そのままである。	画面の字は朝から同じである。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-13_ほどいた糸.md	233	箱は答えない。	箱の口から糸が見えている。
/Users/user/AI創作工房/soul-voice-teller/examples/habits-04/草稿/draft_04-13_ほどいた糸.md	243	そのままである。	糸の影は机の上に無い。
