# 第七段階・第三段（/prose）——四本の台帳から作った、当てる台帳
# 形式: ファイルパス<TAB>行番号<TAB>いまの文<TAB>置き換える文
habits-01/草稿/draft_01-01_消さなかった一行.md	37	とってが四つある。	取っ手が四つある。
habits-01/草稿/draft_01-01_消さなかった一行.md	39	とってはどれも同じ形である。	取っ手はどれも同じ形である。
habits-01/草稿/draft_01-01_消さなかった一行.md	137	うすい埃である。	薄い埃である。
habits-01/草稿/draft_01-01_消さなかった一行.md	203	終わったあとも同僚はそこにいる。	終わったあとも同僚はそこに居る。
habits-01/草稿/draft_01-01_消さなかった一行.md	295	とってを引く。	取っ手を引く。
habits-01/草稿/draft_01-06_数えた三つ.md	237	来なかった者がいる。	来なかった者が居る。
habits-01/草稿/draft_01-06_数えた三つ.md	239	紙の上にいる。	紙の上に居る。
habits-01/草稿/draft_01-06_数えた三つ.md	243	紙の上にだけいる。	紙の上にだけ居る。
habits-01/草稿/draft_01-07_いちばん上の一枚.md	521	周りと同じ白である。	まわりと同じ白である。
habits-01/草稿/draft_01-11_三年残った空欄.md	203	一番厚い。	いちばん厚い。
habits-01/草稿/draft_01-11_三年残った空欄.md	205	一番古い。	いちばん古い。
habits-01/草稿/draft_01-12_綾瀬の二文字.md	1049	少し黄いろい。	少し黄色い。
habits-01/草稿/draft_01-14_空いたまま.md	259	渡す側に私がいる。	渡す側に私が居る。
habits-03/草稿/draft_03-07_出ない番号.md	141	歩幅は変わらない。うしろに足音がある。	歩幅は変わらない。後ろに足音がある。
habits-03/草稿/draft_03-09_減った一件.md	31	白さはうすい。	白さは薄い。
habits-03/草稿/draft_03-09_減った一件.md	33	うすい光が名簿の上に来る。	薄い光が名簿の上に来る。
habits-03/草稿/draft_03-09_減った一件.md	101	一番上の紙が一番上の名を持つ。	いちばん上の紙がいちばん上の名を持つ。
habits-03/草稿/draft_03-09_減った一件.md	419	戻って、も空きはある。	戻っても、空きはある。
habits-03/草稿/draft_03-13_鍵を回す前.md	15	走りは真っ直ぐである。	走りはまっすぐである。
habits-03/草稿/draft_03-14_前任者の字.md	459	束の端は真っ直ぐである。	束の端はまっすぐである。
habits-02/草稿/draft_02-01_八十軒目.md	71	車に戻る。運転席のドアを開ける。	車に戻る。車の扉を開ける。
habits-02/草稿/draft_02-01_八十軒目.md	271	運転席のドアを開ける。内側に肘かけがある。	車の扉を開ける。内側に肘かけがある。
habits-02/草稿/draft_02-02_名の欄がない.md	105	止めた人はまだそこに居る。	止めた人はまだそこにいる。
habits-02/草稿/draft_02-04_点を打つ.md	201	手のひらが紙のうしろにある。	手のひらが紙の後ろにある。
habits-02/草稿/draft_02-05_重なったまま.md	125	運転席のドアを開ける。	車の扉を開ける。
habits-02/草稿/draft_02-05_重なったまま.md	129	ドアを閉める。	扉を閉める。
habits-02/草稿/draft_02-05_重なったまま.md	291	一枚はうすい。四枚で厚みになる。	一枚は薄い。四枚で厚みになる。
habits-02/草稿/draft_02-07_表札と宛名票.md	605	受付の者はまだそこにいる。	受付の者はまだそこに居る。
habits-02/草稿/draft_02-13_一日置く.md	201	字が見える。うすい。	字が見える。薄い。
habits-02/草稿/draft_02-15_いちばん下の一枚.md	135	雲はうすい。	雲は薄い。
habits-02/草稿/draft_02-15_いちばん下の一枚.md	297	事務のもう一人はまだ扉のところにいる。	事務のもう一人はまだ扉のところに居る。
habits-02/草稿/draft_02-15_いちばん下の一枚.md	299	侘田すみれも扉のところにいる。	侘田すみれも扉のところに居る。
habits-02/草稿/draft_02-15_いちばん下の一枚.md	381	上のほうがうすい。	上のほうが薄い。
habits-02/草稿/draft_02-15_いちばん下の一枚.md	385	字のあるところはうすい。	字のあるところは薄い。
habits-02/草稿/draft_02-15_いちばん下の一枚.md	711	侘田すみれは扉のところにいる。	侘田すみれは扉のところに居る。
habits-04/草稿/draft_04-01_切り離された跡.md	119	束の周りにもある。	束のまわりにもある。
habits-04/草稿/draft_04-01_切り離された跡.md	253	周りより薄い。	まわりより薄い。
habits-04/草稿/draft_04-12_一度も変えない.md	251	声に出して、読む者が一人も居ない。	声に出して、読む者が一人もいない。
habits-04/草稿/draft_04-04_打ち継ぐ.md	363	検索窓の枠は細い。	検索窓の線は細い。
