# 第七段階・第三段（/prose）の改稿案——第二巻
# 形式: 巻<TAB>話<TAB>行番号<TAB>いまの文<TAB>案<TAB>観点<TAB>根拠
# 機械検算: 台帳を検める.py → 下を見よ
#
# 単位は「巻」である（§2-2）。**第二巻の内側で混ざっている語だけを、案にする。**
#   扉 79 / ドア 20                          ⚠
#   居る 19 / いる 31                        ⚠
#   薄い 14 / うすい 5（02-05:291・02-13:201・02-15:135・:381・:385） ⚠
#   後ろ 62 / うしろ 1（02-04:201）          ⚠
# 巻の内側で混ざっていない語は、案にしない——
#   いちばん 104 / 一番 0、黄色 19 / 黄いろ 0、取っ手 20 / とって 0、まわり 5 / 周り 0、
#   まっすぐ 22 / 真っ直ぐ 0、〜枚ぶん 4 / 〜枚分 0。
#
# 扉／ドアの四行は、研ぎ手（私）が測って §2-3 に書いたものである。
# 第二巻の検品を担当した別の読み手は、途中でその §2-3 を読んで同じ四行を写した——
# ゆえに、あの四行は独立の裏づけを一つも持たない。
#
# 居る／いるは、その話の多数へ寄せる。同数のときは、その巻の多数へ寄せる。
# ただし、三話以上に現れる型に属する行は、動かさない。
#
# 02-02（名の欄がない）の四行は、いる 2（:39 人が三人いる／:51 人が一人いる）・
# 居る 2（:49／:105）。ただし :49「動かす者が居ない。」は「〜者が居ない」の型であり、
# この型は五話に現れる（01-09:1025 呼ぶ者が居ない・02-03:89 歩く者は居ない・
# 02-13:121 棚の前に人は居ない・02-15:501 離れる者が居ない）——基底語ゆえ、砕かない。
# 残る三行は いる2 対 居る1 であり、:105 を いる へ寄せる案を出した。
# 「〜人はいない」も三話に現れる（02-09:45・03-02:69・03-06:285）。
02	01	71	車に戻る。運転席のドアを開ける。	車に戻る。車の扉を開ける。	7	02-11:681「車の扉を閉める。」と、02-12:601「車の扉が開いたままである。」が根拠。同じ運転席の扉を、この巻は三つの名で書いている。
02	01	271	運転席のドアを開ける。内側に肘かけがある。	車の扉を開ける。内側に肘かけがある。	7	02-11:685「運転席に入る。」が、02-11:681「車の扉を閉める。」の扉と運転席の扉が同じ物であることの根拠。
02	02	105	止めた人はまだそこに居る。	止めた人はまだそこにいる。	7	この話の残る三行は いる2（:39「台の向こうに人が三人いる。」:51「台の手前に人が一人いる。」）対 居る1（この行）である。:49「動かす者が居ない。」は「〜者が居ない」の型ゆえ、数から外した。
02	04	201	手のひらが紙のうしろにある。	手のひらが紙の後ろにある。	7	第二巻の「後ろ」は六十二箇所である（02-01:63「受付の後ろに棚がある。」02-01:125「後ろのほうから取る。」）。「うしろ」は、この一行だけである。
02	05	125	運転席のドアを開ける。	車の扉を開ける。	7	02-01:71 と同じ扉である。02-12:601「車の扉が開いたままである。」が根拠。
02	05	129	ドアを閉める。	扉を閉める。	7	02-05:125 の扉を受ける行である。02-12:603「扉を閉める。」が根拠。
02	05	291	一枚はうすい。四枚で厚みになる。	一枚は薄い。四枚で厚みになる。	7	第二巻の「薄い」は十四箇所である（02-02:131「紙の厚さは薄い。」02-04:63「線は薄い。」）。「うすい」は、この巻の五つだけである。
02	07	605	受付の者はまだそこにいる。	受付の者はまだそこに居る。	7	同じ話の 109「届け先に者は居る。」が根拠。第7話は 居る3（109・111・113）対 いる1（605）。
02	13	201	字が見える。うすい。	字が見える。薄い。	7	02-02:131「紙の厚さは薄い。」が同じ「薄さ」の語である。:291 と同じ語である。
02	15	135	雲はうすい。	雲は薄い。	7	第二巻の「薄い」は十四箇所である。この話の :381・:385 と同じ語である。
02	15	297	事務のもう一人はまだ扉のところにいる。	事務のもう一人はまだ扉のところに居る。	7	同じ話の 115「侘田すみれが居る。」が根拠。第15話は 居る4（103・115・501・551）対 いる3（297・299・711）。
02	15	299	侘田すみれも扉のところにいる。	侘田すみれも扉のところに居る。	7	同じ話の 115「侘田すみれが居る。」が根拠。297 と 711 と同じ型であり、三行とも動かす。
02	15	381	上のほうがうすい。	上のほうが薄い。	7	:135 と同じ語である。第二巻の「薄い」は十四箇所である。
02	15	385	字のあるところはうすい。	字のあるところは薄い。	7	:381 の次の行である。02-13:201「字が見える。薄い。」が、同じ「字の薄さ」である。
02	15	711	侘田すみれは扉のところにいる。	侘田すみれは扉のところに居る。	7	同じ話の 115「侘田すみれが居る。」が根拠。297・299 と同じ型である。
